vid,session,single/multi,test/train,pred,color pair,initial nan,vel nan,correct,final nan,levers,mags,trial type,familiarity,fiber pho,initial nan no tail,vel nan no tail
091624_Cam2_TrNum8_Coop_KL003B-KL005Y,091624_FiberPho_KL003B-KL005_TimeOut,multi,test,True,YB,0.6151628557328508,0.6280638262872182,False,-1,True,True,coop,UF,True,0.5378917173877282,0.553622100674453
091624_Cam2_TrNum12_Coop_KL003B-KL007G,091624_FiberPho_KL003B-KL005_TimeOut,multi,test,True,GB,0.6501561822125813,0.6874273318872017,False,-1,True,True,coop,UF,True,0.5805097613882864,0.6263286334056399
091624_Cam2_TrNum10_Coop_KL003B-KL003G,091624_FiberPho_KL003B-KL005_TimeOut,multi,test,True,GB,0.5553113810292776,0.6088885768447658,False,-1,True,True,coop,TP,True,0.4645527627606544,0.5308484869760585
091624_Cam1_TrNum14_Coop_KL006G-KL007Y,091624_FiberPho_KL006G-KL007_TimeOut,multi,test,True,GY,0.500568981698733,0.5171750351947443,False,-1,True,True,coop,UF,True,0.3985951431252933,0.4188247888315345
091624_Cam1_TrNum8_Coop_KL006G-KL006R,091624_FiberPho_KL006G-KL007_TimeOut,multi,test,True,RG,0.5591743979008528,0.5920766563583544,False,-1,True,True,coop,TP,True,0.4741765064192672,0.5146132040108706
091624_Cam1_TrNum12_Coop_KL006G-KL005Y,091624_FiberPho_KL006G-KL007_TimeOut,multi,test,True,GY,0.6563708966447129,0.6969817974381579,False,-1,True,True,coop,UF,True,0.5904682881294404,0.6406938754343204
091724_Cam1_TrNum14_Coop_KL003G-KL003B,091724_FiberPho_KL003G-KL006_TimeOut,multi,test,True,GB,0.6081316045866747,0.6453496215243948,False,-1,True,True,coop,TP,True,0.5316551749981263,0.5777748632241625
091724_Cam1_TrNum10_Coop_KL003G-KL002Y,091724_FiberPho_KL003G-KL006_TimeOut,multi,test,True,GY,0.5270165208940719,0.5634272756721737,False,-1,True,True,coop,UF,True,0.4345541788143829,0.4795715905409783
091724_Cam1_TrNum8_Coop_KL003G-KL006R,091724_FiberPho_KL003G-KL006_TimeOut,multi,test,True,RG,0.6215621631902618,0.6687060166106638,False,-1,True,True,coop,UF,True,0.5485006022950611,0.6066062258289482
091724_Cam2_TrNum14_Coop_KL004G-KL002Y,091724_FiberPho_KL004G-KL002_TimeOut,multi,test,True,GY,0.5824892582940058,0.6206522504754526,False,-1,True,True,coop,UF,True,0.4935021483411988,0.5409197365640628
091724_Cam2_TrNum11_Coop_KL004G-KL006R,091724_FiberPho_KL004G-KL002_TimeOut,multi,test,True,RG,0.6278511445211974,0.6738961126913179,False,-1,True,True,coop,UF,True,0.5499754503589327,0.6071972775294596
091824_Cam1_TrNum8_Coop_KL006G-KL006R,091824_FiberPho_KL006G-KL003_TimeOut,multi,test,True,RG,0.6407824933687003,0.6905371352785146,False,-1,True,True,coop,TP,True,0.5640500663129974,0.6258372015915119
091824_Cam1_TrNum10_Coop_KL006G-KL001Y,091824_FiberPho_KL006G-KL003_TimeOut,multi,test,True,GY,0.6722440256460074,0.7029881484359821,False,-1,True,True,coop,UF,True,0.6039537594715368,0.6420924810569264
091824_Cam1_TrNum14_Coop_KL006G-KL003B,091824_FiberPho_KL006G-KL003_TimeOut,multi,test,True,GB,0.6534004670169293,0.7006932282545242,False,-1,True,True,coop,UF,True,0.5829411120840631,0.6415097781669585
091824_Cam2_TrNum12_Coop_KL008G-KL008B,091824_FiberPho_KL008G-KL001_TimeOut,multi,test,True,GB,0.6389661700551486,0.6469860345158723,False,-1,True,True,coop,TP,True,0.5839609570060637,0.5933924602847971
091824_Cam2_TrNum14_Coop_KL008G-KL001Y,091824_FiberPho_KL008G-KL001_TimeOut,multi,test,True,GY,0.4672414706505615,0.4731140072049163,False,-1,True,True,coop,UF,True,0.3863239033693579,0.3931977113795296
091824_Cam2_TrNum8_Coop_KL008G-KL003B,091824_FiberPho_KL008G-KL001_TimeOut,multi,test,True,GB,0.4422360424028269,0.4524127208480565,False,-1,True,True,coop,UF,True,0.3298904593639576,0.3421660777385159
091924_Cam1_TrNum14_Coop_KL003B-KL003G,091924_FiberPho_KL003B-KL004_TimeOut,multi,test,True,GB,0.6129917435648373,0.6400760887162052,False,-1,True,True,coop,TP,True,0.5350493767200907,0.5682774809778209
091924_Cam1_TrNum8_Coop_KL003B-KL001Y,091924_FiberPho_KL003B-KL004_TimeOut,multi,test,True,YB,0.6783394905697064,0.708404627649232,False,-1,True,True,coop,UF,True,0.6135706299825004,0.6506902586039277
091924_Cam1_TrNum10_Coop_KL003B-KL004G,091924_FiberPho_KL003B-KL004_TimeOut,multi,test,True,GB,0.6286970091027309,0.6639843953185955,False,-1,True,True,coop,UF,True,0.5515214564369311,0.5951560468140442
092424_Cam1_TrNum8_Coop_KL002B-KL002Y,092424_FiberPho_KL002B-KL001_TimeOut,multi,test,True,YB,0.605957801577631,0.6364394279484384,False,-1,True,True,coop,TP,True,0.5308792406849228,0.5684361572500481
