dir,session,video,color type,color pair,tracked,error,lever,mag,event id,fiber pho
PairedTestingSessions,022825_PairedTesting_TimeOut_DREADD_KL015-KL010Y_DCZ-DCZ,022825_Cam2_TrNum8_Coop_KM015R-KM015G_DCZ-DCZ,collar,RG,True,0.04110373062622718,False,False,False,False
PairedTestingSessions,022825_PairedTesting_TimeOut_DREADD_KL015-KL010Y_DCZ-DCZ,022825_Cam2_TrNum4_Coop_KM015R-KM010Y_DCZ-SAL,collar,RY,False,,False,False,False,False
PairedTestingSessions,022825_PairedTesting_TimeOut_DREADD_KL015-KL010Y_DCZ-DCZ,022825_Cam2_TrNum6_Coop_KM015G-KM010Y_DCZ-SAL,collar,GY,False,,False,False,False,False
PairedTestingSessions,041824_KL008_TimeOut,041824_Cam2_TrNum12_Coop_KL008B-KL008G,dyed,GB,False,,True,True,False,False
PairedTestingSessions,041824_KL008_TimeOut,041824_Cam2_TrNum7_Coop_KL008B-KL008G,dyed,GB,False,,True,True,False,False
PairedTestingSessions,041924_KL003_TimeOut,041924_Cam3_TrNum8_Coop_KL003G-KL003B,dyed,GB,False,,True,True,False,False
PairedTestingSessions,041924_KL003_TimeOut,041924_Cam3_TrNum6_Coop_KL003G-KL003B,dyed,GB,False,,True,True,False,False
PairedTestingSessions,051024_EB023B-021R-019Y_TimeOut_CNO,051024_Cam1_TrNum7_Coop_EB023B-EB021R,dyed,RB,True,0.0005360942871173678,True,True,True,False
PairedTestingSessions,051024_EB023B-021R-019Y_TimeOut_CNO,051024_Cam1_TrNum12_Coop_EB023B-EB019Y,dyed,YB,True,0.0018409209496477955,True,True,True,False
PairedTestingSessions,050124_KL006_TimeOut_Translucent,050124_Cam3_TrNum7_Coop_KL006G-KL006R,dyed,RG,True,0.0014527591973244147,True,True,True,False
PairedTestingSessions,050124_KL006_TimeOut_Translucent,050124_Cam3_TrNum5_Coop_KL006G-KL006R,dyed,RG,True,0.0023050562524246734,True,True,True,False
PairedTestingSessions,022025_PairedTesting_TimeOut_DREADD_KL011-KM015G_DCZ-SAL,022025_Cam2_TrNum7_Coop_KM011Y-KM015G_SAL-SAL,collar,GY,False,,False,False,False,False
PairedTestingSessions,022025_PairedTesting_TimeOut_DREADD_KL011-KM015G_DCZ-SAL,022025_Cam2_TrNum9_Coop_KM011B-KM015G_DCZ-SAL,collar,GB,False,,False,False,False,False
PairedTestingSessions,022025_PairedTesting_TimeOut_DREADD_KL011-KM015G_DCZ-SAL,022025_Cam2_TrNum8_Coop_KM011B-KM011Y_DCZ-DCZ,collar,YB,True,0.43674080952179967,False,False,False,False
PairedTestingSessions,092424_FiberPho_KL005Y-KL008_TimeOut,092424_Cam2_TrNum8_Coop_KL005Y-KL003G,dyed,GY,True,0.004861920377245996,True,True,True,True
PairedTestingSessions,092424_FiberPho_KL005Y-KL008_TimeOut,092424_Cam2_TrNum12_Coop_KL005Y-KL008B,dyed,YB,True,0.0034092462476419606,False,False,False,True
PairedTestingSessions,092424_FiberPho_KL005Y-KL008_TimeOut,092424_Cam2_TrNum14_Coop_KL005Y-KL005B,dyed,YB,True,0.00018478078279858895,True,True,True,False
PairedTestingSessions,041425_PairedTesting_TimeOut_DREADD_KM009R-CNO_KM009G-SAL_KM016Y-SAL,041425_Cam2_TrNum6_Coop_KM009R-KM016Y_CNO-SAL,collar,RY,False,,False,False,False,False
PairedTestingSessions,041425_PairedTesting_TimeOut_DREADD_KM009R-CNO_KM009G-SAL_KM016Y-SAL,041425_Cam2_TrNum4_Coop_KM009R-KM009G_CNO-SAL,collar,RG,True,0.06068162076541822,False,False,False,False
PairedTestingSessions,030625_PairedTesting_TimeOut_DREADD_KL009-KL010B_DCZ-SAL,030625_Cam2_TrNum8_Coop_KM009G-KM010B_SAL-SAL,collar,GB,False,,False,False,False,False
PairedTestingSessions,030625_PairedTesting_TimeOut_DREADD_KL009-KL010B_DCZ-SAL,030625_Cam2_TrNum7_Coop_KM009R-KM010B_DCZ-SAL,collar,RB,False,,False,False,False,False
PairedTestingSessions,030625_PairedTesting_TimeOut_DREADD_KL009-KL010B_DCZ-SAL,030625_Cam2_TrNum6_Coop_KM009R-KM009G_DCZ-SAL,collar,RG,True,0.16240908966160772,False,False,False,False
PairedTestingSessions,022625_PairedTesting_TimeOut_DREADD_KL015-KL016B_SAL-DCZ,022625_Cam1_TrNum8_Coop_KL015R-KL015G_SAL-DCZ,collar,RG,True,0.03965221650747,False,False,False,False
PairedTestingSessions,022625_PairedTesting_TimeOut_DREADD_KL015-KL016B_SAL-DCZ,022625_Cam1_TrNum7_Coop_KL015R-KL016B_SAL-SAL,collar,RB,False,,False,False,False,False
PairedTestingSessions,022625_PairedTesting_TimeOut_DREADD_KL015-KL016B_SAL-DCZ,022625_Cam1_TrNum5_Coop_KL015G-KL016B_DCZ-SAL,collar,GB,False,,False,False,False,False
PairedTestingSessions,053124_EB027Y-029R-023B_TimeOut_CNO,053124_Cam1_TrNum12_Coop_EB027Y-EB003B,dyed,YB,True,0.0007174139409530809,True,True,True,False
PairedTestingSessions,053124_EB027Y-029R-023B_TimeOut_CNO,053124_Cam1_TrNum7_Coop_EB027Y-EB029R,dyed,RY,True,0.003725532998617478,True,True,True,False
PairedTestingSessions,043024_KL002_TimeOut_Translucent,043024_Cam3_TrNum7_Coop_KL002B-KL002Y,dyed,YB,True,8.764882039295887e-05,True,True,True,False
PairedTestingSessions,043024_KL002_TimeOut_Translucent,043024_Cam3_TrNum5_Coop_KL002B-KL002Y,dyed,YB,True,0.00013970482877203038,True,True,True,False
PairedTestingSessions,053124_EB031B-001R-033Y_TimeOut_CNO,053124_Cam3_TrNum7_Coop_EB031B-EB001R,dyed,RB,True,0.0005323272520543698,True,True,True,False
PairedTestingSessions,053124_EB031B-001R-033Y_TimeOut_CNO,053124_Cam3_TrNum12_Coop_EB031B-EB033Y,dyed,YB,True,0.0005754020317127114,True,True,True,False
PairedTestingSessions,052424_EB031B-001R-033Y_TimeOut_CNO,052424_Cam4_TrNum12_Coop_EB031B-EB001R,dyed,RB,True,0.0004052072345571021,True,True,True,False
PairedTestingSessions,052424_EB031B-001R-033Y_TimeOut_CNO,052424_Cam4_TrNum7_Coop_EB031B-EB033Y,dyed,YB,True,0.0010252886927569168,True,True,True,False
PairedTestingSessions,042224_KL007_TimeOut,042224_Cam3_TrNum12_Coop_KL007Y-KL007G,dyed,GY,True,0.003976143141153081,True,True,True,False
PairedTestingSessions,042224_KL007_TimeOut,042224_Cam3_TrNum6_Coop_KL007Y-KL007G,dyed,GY,True,0.00457520705316591,True,True,True,False
PairedTestingSessions,052924_EB007R-005Y-019Y_TimeOut_CNO,052924_Cam4_TrNum10_Coop_EB007R-EB019Y,dyed,RY,True,0.003192025584871554,True,True,True,False
PairedTestingSessions,052924_EB007R-005Y-019Y_TimeOut_CNO,052924_Cam4_TrNum12_Coop_EB007R-EB005Y,dyed,RY,True,0.007713694123933408,True,True,True,False
PairedTestingSessions,050324_KL004_TimeOut_Translucent,050324_Cam2_TrNum9_Coop_KL004G-KL004R,dyed,RG,True,0.004019958576539258,True,True,True,False
PairedTestingSessions,050324_KL004_TimeOut_Translucent,050324_Cam2_TrNum7_Coop_KL004G-KL004R,dyed,RG,True,0.0027941952506596304,True,True,True,False
PairedTestingSessions,041125_PairedTesting_TimeOut_DREADD_KM016B-SAL_KM016Y-CNO_KM009G-SAL,041125_Cam3_TrNum4_Coop_KM016Y-KM016B_CNO-SAL,collar,YB,True,0.1689367757674324,False,False,False,False
PairedTestingSessions,041125_PairedTesting_TimeOut_DREADD_KM016B-SAL_KM016Y-CNO_KM009G-SAL,041125_Cam3_TrNum6_Coop_KM016Y-KM009G_CNO-SAL,collar,GY,False,,False,False,False,False
PairedTestingSessions,041125_PairedTesting_TimeOut_DREADD_KM015R-SAL_KMO15G-CNO_KM010Y-SAL,041125_Cam2_TrNum5_Coop_KM015G-KM015R_CNO-SAL,collar,RG,True,0.28639769452449565,False,False,False,False
PairedTestingSessions,041125_PairedTesting_TimeOut_DREADD_KM015R-SAL_KMO15G-CNO_KM010Y-SAL,041125_Cam2_TrNum6_Coop_KM015G-KM010Y_CNO-SAL,collar,GY,False,,False,False,False,False
PairedTestingSessions,041624_KL001_TimeOut,041624_Cam4_TrNum12_Coop_KL001B-KL001Y,dyed,YB,True,0.49751426242868785,True,True,True,False
PairedTestingSessions,041624_KL001_TimeOut,041624_Cam4_TrNum10_Coop_KL001B-KL001Y,dyed,YB,True,0.0,True,True,True,False
PairedTestingSessions,091024_FiberPho_KL007Y-KL002_TimeOut,091024_Cam1_TrNum8_Coop_KL007Y-KL007G,dyed,GY,True,0.001418908036720889,True,True,True,True
PairedTestingSessions,091024_FiberPho_KL007Y-KL002_TimeOut,091024_Cam1_TrNum14_Coop_KL007Y-KL002B,dyed,YB,True,0.0009302325581395349,True,True,True,True
PairedTestingSessions,091024_FiberPho_KL007Y-KL002_TimeOut,091024_Cam1_TrNum10_Coop_KL007Y-KL002G,dyed,GY,True,0.007919013902527262,True,True,True,True
PairedTestingSessions,042924_KL007_TimeOut,042924_Cam3_TrNum12_Coop_KL007Y-KL007G,dyed,GY,True,0.007411133467471496,True,True,True,False
PairedTestingSessions,042924_KL007_TimeOut,042924_Cam3_TrNum7_Coop_KL007Y-KL007G,dyed,GY,True,0.0051063475315155215,True,True,True,False
PairedTestingSessions,051324_EB001R-031B-033Y_TimeOut_VEH,051324_Cam1_TrNum11_Coop_EB001R-EB031B,dyed,RB,True,0.0007049459920409324,True,True,True,False
PairedTestingSessions,051324_EB001R-031B-033Y_TimeOut_VEH,051324_Cam1_TrNum7_Coop_EB001R-EB033Y,dyed,RY,True,0.010782717595491547,True,False,True,False
PairedTestingSessions,040925_PairedTesting_TimeOut_DREADD_KM015R-CNO_KM015G-SAL_KM010B-SAL,040925_Cam3_TrNum5_Coop_KM015R-KM015G_CNO-SAL,collar,RG,True,0.038762688614540464,False,False,False,False
PairedTestingSessions,040925_PairedTesting_TimeOut_DREADD_KM015R-CNO_KM015G-SAL_KM010B-SAL,040925_Cam3_TrNum6_Coop_KM015R-KM010B_CNO-SAL,collar,RB,False,,False,False,False,False
PairedTestingSessions,043024_KL004_TimeOut_Opaque,043024_Cam4_TrNum7_Coop_KL004G-KL004R,dyed,RG,True,0.007654179990863408,True,True,True,False
PairedTestingSessions,043024_KL004_TimeOut_Opaque,043024_Cam4_TrNum9_Coop_KL004G-KL004R,dyed,RG,True,0.0024226397739964523,True,True,True,False
PairedTestingSessions,030624_KL001_TimeOut,030624_Cam1_TrNum9_Coop_KL001B-KL001Y,dyed,YB,False,,False,False,False,False
PairedTestingSessions,102124_FiberPho_HF004Y_HF006G_TimeOut,102124_Cam1_TrNum5_Coop_HF004Y-HF003B,dyed,YB,True,0.7788443546274466,True,True,True,True
PairedTestingSessions,102124_FiberPho_HF004Y_HF006G_TimeOut,102124_Cam1_TrNum7_Coop_HF004Y-HF003B,dyed,YB,True,0.7401009657594381,True,True,True,True
PairedTestingSessions,102124_FiberPho_HF004Y_HF006G_TimeOut,102124_Cam1_TrNum6_Coop_HF004Y-HF006G,dyed,GY,True,0.7668139528501249,True,True,True,True
PairedTestingSessions,052824_EB027Y-029R-003B_TimeOut_VEH,052824_Cam2_TrNum11_Coop_EB027Y-EB029R,dyed,RY,True,0.0018203077633744261,True,True,True,False
PairedTestingSessions,052824_EB027Y-029R-003B_TimeOut_VEH,052824_Cam2_TrNum9_Coop_EB027Y-EB003B,dyed,YB,True,0.0008047695516547613,True,True,True,False
PairedTestingSessions,092724_FiberPho_KL008G_KL002_TimeOut,092724_Cam1_TrNum15_Coop_KL008G-KL008B,dyed,GB,False,,True,False,False,True
PairedTestingSessions,092724_FiberPho_KL008G_KL002_TimeOut,092724_Cam1_TrNum9_Coop_KL008G-KL006R,dyed,RG,True,0.003851518291224994,True,True,True,True
PairedTestingSessions,092724_FiberPho_KL008G_KL002_TimeOut,092724_Cam1_TrNum13_Coop_KL008G-KL002Y,dyed,GY,True,0.006059381398857635,True,True,True,True
PairedTestingSessions,050324_KL002_TimeOut_Opaque,050324_Cam1_TrNum9_Coop_KL002B-KL002Y,dyed,YB,True,0.00023510971786833856,True,True,True,False
PairedTestingSessions,050324_KL002_TimeOut_Opaque,050324_Cam1_TrNum11_Coop_KL002B-KL002Y,dyed,YB,True,0.00036353467561521253,True,True,True,False
PairedTestingSessions,041625_PairedTesting_TimeOut_DREADD_KM009R-SAL_KM009G-CNO_KM016B-SAL,041625_Cam1_TrNum5_Coop_KM009G-KM016B_CNO-SAL,collar,GB,False,,False,False,False,False
PairedTestingSessions,041625_PairedTesting_TimeOut_DREADD_KM009R-SAL_KM009G-CNO_KM016B-SAL,041625_Cam1_TrNum4_Coop_KM009G-KM009R_CNO-SAL,collar,RG,True,0.03826906516122859,False,False,False,False
PairedTestingSessions,052924_EB015R-011Y_017B_TimeOut_CNO,052924_Cam3_TrNum10_Coop_EB015R-EB017B,dyed,RB,True,0.0007238954951827098,True,True,True,False
PairedTestingSessions,052924_EB015R-011Y_017B_TimeOut_CNO,052924_Cam3_TrNum12_Coop_EB015R-EB011Y,dyed,RY,True,0.0005665280665280665,True,True,True,False
PairedTestingSessions,040925_PairedTesting_TimeOut_DREADD_KM013R-CNO_KM013G-SAL_KM011B-SAL,040925_Cam2_TrNum4_Coop_KM013R-KM011B_CNO-SAL,collar,RB,False,,False,False,False,False
PairedTestingSessions,040925_PairedTesting_TimeOut_DREADD_KM013R-CNO_KM013G-SAL_KM011B-SAL,040925_Cam2_TrNum6_Coop_KM013R-KM013G_CNO-SAL,collar,RG,True,0.0651055889313672,False,False,False,False
PairedTestingSessions,052024_EB011Y-015R-017B_TimeOut_VEH_BAD,052024_Cam1_TrNum7_Coop_EB011Y-EB017B,dyed,YB,True,0.004822283671680043,True,True,True,False
PairedTestingSessions,051524_EB015R-011Y_033Y_TimeOut_VEH,051524_Cam3_TrNum12_Coop_EB015R-EB033Y,dyed,RY,True,0.008238660814183665,True,True,True,False
PairedTestingSessions,051524_EB015R-011Y_033Y_TimeOut_VEH,051524_Cam3_TrNum8_Coop_EB015R-EB011Y,dyed,RY,True,0.0008148193359375,True,True,True,False
PairedTestingSessions,091024_FiberPho_KL008G-KL005_TimeOut,091024_Cam2_TrNum8_Coop_KL008G-KL005B,dyed,GB,False,,False,False,False,True
PairedTestingSessions,091024_FiberPho_KL008G-KL005_TimeOut,091024_Cam2_TrNum12_Coop_KL008G-KL005Y,dyed,GY,False,,False,False,False,True
PairedTestingSessions,091024_FiberPho_KL008G-KL005_TimeOut,091024_Cam2_TrNum10_Coop_KL008G-KL008B,dyed,GB,False,,False,False,False,True
PairedTestingSessions,052124_EB015R-011Y_019Y_TimeOut_CNO,052124_Cam4_TrNum8_Coop_EB015R-EB011Y,dyed,RY,True,0.0016808285411838756,True,True,True,False
PairedTestingSessions,052124_EB015R-011Y_019Y_TimeOut_CNO,052124_Cam4_TrNum12_Coop_EB015R-EB019Y,dyed,RY,True,0.007125349053676699,True,True,True,False
PairedTestingSessions,052824_EB031B-001R-019Y_TimeOut_VEH,052824_Cam3_TrNum12_Coop_EB031B-EB019Y,dyed,YB,True,0.004667656641326271,True,True,True,False
PairedTestingSessions,052824_EB031B-001R-019Y_TimeOut_VEH,052824_Cam3_TrNum10_Coop_EB031B-EB001R,dyed,RB,True,0.0005755504172112194,True,True,True,False
PairedTestingSessions,022725_PairedTesting_TimeOut_DREADD_KL015-KL009_DCZ-SAL,022725_Cam2_TrNum6_Coop_KL015R-KL009G_DCZ-SAL,collar,RG,True,0.05442798353909465,False,False,False,False
PairedTestingSessions,022725_PairedTesting_TimeOut_DREADD_KL015-KL009_DCZ-SAL,022725_Cam2_TrNum7_Coop_KL015R-KL015G_DCZ-SAL,collar,RG,True,0.04243717654591048,False,False,False,False
PairedTestingSessions,022725_PairedTesting_TimeOut_DREADD_KL015-KL009_DCZ-SAL,022725_Cam2_TrNum5_Coop_KL015G-KL009R_SAL-SAL,collar,RG,True,0.052787685891455854,False,False,False,False
PairedTestingSessions,043024_KL003_TimeOut_Translucent,043024_Cam1_TrNum8_Coop_KL003G-KL003B,dyed,GB,False,,True,True,False,False
PairedTestingSessions,043024_KL003_TimeOut_Translucent,043024_Cam1_TrNum10_Coop_KL003G-KL003B,dyed,GB,False,,True,True,False,False
PairedTestingSessions,050124_KL008_TimeOut_Opaque,050124_Cam4_TrNum7_Coop_KL008B-KL008G,dyed,GB,False,,True,True,False,False
PairedTestingSessions,050124_KL008_TimeOut_Opaque,050124_Cam4_TrNum9_Coop_KL008B-KL008G,dyed,GB,False,,True,True,False,False
PairedTestingSessions,021925_PairedTesting_TimeOut_DREADD_KL010-KM013G_SAL-DCZ,021925_Cam2_TrNum6_Coop_KM010Y-KM013G_DCZ-SAL,collar,GY,False,,False,False,False,False
PairedTestingSessions,021925_PairedTesting_TimeOut_DREADD_KL010-KM013G_SAL-DCZ,021925_Cam2_TrNum4_Coop_KM010B-KM010Y_SAL-DCZ,collar,YB,True,0.3885640189065964,False,False,False,False
PairedTestingSessions,021925_PairedTesting_TimeOut_DREADD_KL010-KM013G_SAL-DCZ,021925_Cam2_TrNum5_Coop_KM010B-KM013G_SAL-SAL,collar,GB,False,,False,False,False,False
PairedTestingSessions,022625_PairedTesting_TimeOut_DREADD_KL013-KL016Y_SAL-DCZ,022625_Cam2_TrNum4_Coop_KL013R-KL013G_SAL-DCZ,collar,RG,True,0.054341970836816196,False,False,False,False
PairedTestingSessions,022625_PairedTesting_TimeOut_DREADD_KL013-KL016Y_SAL-DCZ,022625_Cam2_TrNum8_Coop_KL013G-KL016Y_DCZ-SAL,collar,GY,False,,False,False,False,False
PairedTestingSessions,022625_PairedTesting_TimeOut_DREADD_KL013-KL016Y_SAL-DCZ,022625_Cam2_TrNum7_Coop_KL013R-KL016Y_SAL-SAL,collar,RY,False,,False,False,False,False
PairedTestingSessions,050524_KL008_TimeOut_Translucent,050524_Cam1_TrNum12_Coop_KL008B-KL008G,dyed,GB,False,,True,True,False,False
PairedTestingSessions,050524_KL008_TimeOut_Translucent,050524_Cam1_TrNum5_Coop_KL008B-KL008G,dyed,GB,False,,True,True,False,False
PairedTestingSessions,042924_KL006_TimeOut,042924_Cam1_TrNum9_Coop_KL006G-KL006R,dyed,RG,True,0.0028089480923767464,True,True,True,False
PairedTestingSessions,042924_KL006_TimeOut,042924_Cam1_TrNum11_Coop_KL006G-KL006R,dyed,RG,True,0.002958272783890388,True,True,True,False
PairedTestingSessions,042224_KL005_TimeOut,042224_Cam2_TrNum5_Coop_KL005Y-KL005B,dyed,YB,True,0.000643161927305572,True,True,True,False
PairedTestingSessions,042224_KL005_TimeOut,042224_Cam2_TrNum7_Coop_KL005Y-KL005B,dyed,YB,True,0.003889505013240387,True,True,True,False
PairedTestingSessions,042324_KL001_TimeOut,042324_Cam3_TrNum7_Coop_KL001B-KL001Y,dyed,YB,True,0.4182631038026721,True,True,True,False
PairedTestingSessions,042324_KL001_TimeOut,042324_Cam3_TrNum12_Coop_KL001B-KL001Y,dyed,YB,True,0.42357760288994967,True,True,True,False
PairedTestingSessions,050524_KL006_TimeOut_Opaque,050524_Cam3_TrNum7_Coop_KL006G-KL006R,dyed,RG,True,0.0005607278882776132,True,True,True,False
PairedTestingSessions,050524_KL006_TimeOut_Opaque,050524_Cam3_TrNum10_Coop_KL006G-KL006R,dyed,RG,True,0.001376209760450271,True,True,True,False
PairedTestingSessions,042224_KL008_TimeOut,042224_Cam1_TrNum8_Coop_KL008B-KL008G,dyed,GB,False,,True,True,False,False
PairedTestingSessions,042224_KL008_TimeOut,042224_Cam1_TrNum5_Coop_KL008B-KL008G,dyed,GB,False,,True,True,False,False
PairedTestingSessions,050824_EB001R-031B-027Y_TimeOut_CNO,050824_Cam2_TrNum9_Coop_EB001R-EB031B,dyed,RB,True,0.0014685776248173118,True,True,True,False
