,dir,session,vid,color type,color pair,tracked,error,lever,mag,event id,fiber pho,coop thresh,animal id,cohort,visual,vehicle,familiar,useable,single/multi,wrong shape,loc shape
0,PairedTestingSessions,022125_PairedTesting_TimeOut_DREADD_KM010-KM015G_DCZ-DCZ,022125_Cam1_TrNum8_Coop_KM010Y-KM015G_DCZ-SAL,collar,GY,True,0.35720205263302324,False,False,False,False,,KM010Y-KM015G,KM,transparent,DCZ,unsure,unuseable,multi,False,"[36441, 5, 2, 2]"
1,PairedTestingSessions,022125_PairedTesting_TimeOut_DREADD_KM010-KM015G_DCZ-DCZ,022125_Cam1_TrNum9_Coop_KM010B-KM010Y_DCZ-DCZ,collar,YB,True,0.017549732473590342,False,False,False,False,,KM010B-KM010Y,KM,transparent,DCZ,unsure,unuseable,multi,True,"[36445, 5, 2, 1]"
2,PairedTestingSessions,022125_PairedTesting_TimeOut_DREADD_KM010-KM015G_DCZ-DCZ,022125_Cam1_TrNum7_Coop_KM010B-KM015G_DCZ-SAL,collar,GB,True,0.08152558650020579,False,False,False,False,,KM010B-KM015G,KM,transparent,DCZ,unsure,unuseable,multi,True,"[36445, 5, 2, 1]"
3,PairedTestingSessions,051425_ELS-NN_PairedTesting_Coop-MDMA_Room1_2,051425_Cam1_Coop_NF009G-NF018Y,collar,GY,True,,False,False,False,False,,NF009G-NF018Y,NF,transparent,MDMA,familiar,unuseable,multi,,
4,PairedTestingSessions,051425_ELS-NN_PairedTesting_Coop-MDMA_Room1_2,051425_Cam1_Coop_NF009R-NF009G,collar,RG,True,0.054518732296510074,False,False,False,False,,NF009R-NF009G,NF,transparent,MDMA,familiar,unuseable,multi,True,"[37422, 5, 2, 1]"
5,PairedTestingSessions,022525_PairedTesting_TimeOut_DREADD_KL013-KM016B_SAL-SAL,022525_Cam1_TrNum6_Coop_KM013R-KL016B_SAL-SAL,collar,RB,True,0.0700068596515297,False,False,False,False,,KM013R-KL016B,KM,transparent,SAL,unsure,unuseable,multi,True,"[36445, 5, 2, 1]"
6,PairedTestingSessions,022525_PairedTesting_TimeOut_DREADD_KL013-KM016B_SAL-SAL,022525_Cam1_TrNum4_Coop_KM013G-KM016B_SA2-SAL,collar,GB,True,0.08595581171950048,False,False,False,False,,KM013G-KM016B,KM,transparent,SAL,unsure,unuseable,multi,True,"[36435, 5, 2, 1]"
7,PairedTestingSessions,022525_PairedTesting_TimeOut_DREADD_KL013-KM016B_SAL-SAL,022525_Cam1_TrNum9_Coop_KM013R-KM013G_SAL-SAL,collar,RG,True,0.04200762876979227,False,False,False,False,,KM013R-KM013G,KM,transparent,SAL,unsure,unuseable,multi,True,"[36441, 5, 2, 1]"
8,PairedTestingSessions,071125_PairedTesting_FiberPhoTrained_TimeOut_Opaque_KF023B-KF023G,071125_Cam3_TrNum4_Coop_KF023B-KF023G,collar,GB,True,0.07388226289941961,False,False,False,True,,KF023B-KF023G,KF,transparent,,unsure,unuseable,multi,True,"[15679, 5, 2, 1]"
9,PairedTestingSessions,071125_PairedTesting_FiberPhoTrained_TimeOut_Opaque_KF023B-KF023G,071125_Cam3_TrNum3_Coop_KF023G-KF023B_Opaque,collar,GB,True,0.02679908567825333,False,False,False,True,,KF023G-KF023B,KF,transparent,,unsure,unuseable,multi,True,"[12687, 5, 2, 1]"
10,PairedTestingSessions,071125_PairedTesting_FiberPhoTrained_TimeOut_Opaque_KF023B-KF023G,071125_Cam3_TrNum5_Coop_KF023B-KF023G_Opaque,collar,GB,True,0.02624971116074867,False,False,False,True,,KF023B-KF023G,KF,transparent,,unsure,unuseable,multi,True,"[12983, 5, 2, 1]"
11,PairedTestingSessions,041625_PairedTesting_TimeOut_DREADD_KM010B-SAL_KM010Y-CNO_KM013G-SAL,041625_Cam2_TrNum5_Coop_KM010Y-KM013G_CNO-SAL,collar,GY,True,0.34113627006998765,False,False,False,False,,KM010Y-KM013G,KM,transparent,,unsure,unuseable,multi,False,"[36435, 5, 2, 2]"
12,PairedTestingSessions,041625_PairedTesting_TimeOut_DREADD_KM010B-SAL_KM010Y-CNO_KM013G-SAL,041625_Cam2_TrNum6_Coop_KM010Y-KM010B_CNO-SAL,collar,YB,True,0.01883308714918759,False,False,False,False,,KM010Y-KM010B,KM,transparent,,unsure,unuseable,multi,True,"[24372, 5, 2, 1]"
13,PairedTestingSessions,041625_PairedTesting_TimeOut_DREADD_KM011B-SAL_KM011Y-CNO-KM013R-SAL,041625_Cam3_TrNum4_Coop_KM011Y-KM011B_CNO-SAL,collar,YB,True,0.01473821138211382,False,False,False,False,,KM011Y-KM011B,KM,transparent,,unsure,unuseable,multi,True,"[30750, 5, 2, 1]"
14,PairedTestingSessions,041625_PairedTesting_TimeOut_DREADD_KM011B-SAL_KM011Y-CNO-KM013R-SAL,041625_Cam3_TrNum6_Coop_KM011Y-KM013R_CNO-SAL,collar,RY,True,0.2931851998809642,False,False,False,False,,KM011Y-KM013R,KM,transparent,,unsure,unuseable,multi,True,"[20162, 5, 2, 1]"
15,PairedTestingSessions,030525_PairedTesting_TimeOut_DREADD_KL009-KL011Y_SAL-DCZ,030525_Cam2_TrNum4_Coop_KM009R-KM011Y_SAL-SAL,collar,RY,True,0.2737138871127129,False,False,False,False,,KM009R-KM011Y,KM,transparent,,unsure,unuseable,multi,True,"[34406, 5, 2, 1]"
16,PairedTestingSessions,030525_PairedTesting_TimeOut_DREADD_KL009-KL011Y_SAL-DCZ,030525_Cam2_TrNum9_Coop_KM009R-KM009G_SAL-DCZ,collar,RG,True,0.02829380764163373,False,False,False,False,,KM009R-KM009G,KM,transparent,,unsure,unuseable,multi,True,"[36432, 5, 2, 1]"
17,PairedTestingSessions,030525_PairedTesting_TimeOut_DREADD_KL009-KL011Y_SAL-DCZ,030525_Cam2_TrNum8_Coop_KM009G-KM011Y_DCZ-SAL,collar,GY,True,0.22949924543833172,False,False,False,False,,KM009G-KM011Y,KM,transparent,,unsure,unuseable,multi,False,"[36445, 5, 2, 2]"
18,PairedTestingSessions,022825_PairedTesting_TimeOut_DREADD_KL015-KL010Y_DCZ-DCZ,022825_Cam2_TrNum8_Coop_KM015R-KM015G_DCZ-DCZ,collar,RG,True,0.012666583114007604,False,False,False,False,,KM015R-KM015G,KM,transparent,DCZ,unsure,unuseable,multi,True,"[23937, 5, 2, 1]"
19,PairedTestingSessions,022825_PairedTesting_TimeOut_DREADD_KL015-KL010Y_DCZ-DCZ,022825_Cam2_TrNum4_Coop_KM015R-KM010Y_DCZ-SAL,collar,RY,True,0.30401931465883836,False,False,False,False,,KM015R-KM010Y,KM,transparent,DCZ,unsure,unuseable,multi,True,"[36449, 5, 2, 1]"
20,PairedTestingSessions,022825_PairedTesting_TimeOut_DREADD_KL015-KL010Y_DCZ-DCZ,022825_Cam2_TrNum6_Coop_KM015G-KM010Y_DCZ-SAL,collar,GY,True,0.2574513624015586,False,False,False,False,,KM015G-KM010Y,KM,transparent,DCZ,unsure,unuseable,multi,False,"[36443, 5, 2, 2]"
21,PairedTestingSessions,091525_PairedTesting_DREADD_UF-NC_KM038R-SAL_KM044B-SAL_KM040B-SAL,091525_Cam3_TrNum4_Coop_KM038R-KM044B_SAL-SAL,collar,RB,True,0.0835769855518509,False,False,False,False,,KM038R-KM044B,KM,transparent,SAL,unsure,unuseable,multi,True,"[35091, 5, 2, 1]"
22,PairedTestingSessions,091525_PairedTesting_DREADD_UF-NC_KM038R-SAL_KM044B-SAL_KM040B-SAL,091525_Cam3_TrNum5_Coop_KM038R-KM040B_SAL-SAL,collar,RB,True,0.05911065852002716,False,False,False,False,,KM038R-KM040B,KM,transparent,SAL,unsure,unuseable,multi,True,"[29460, 5, 2, 1]"
23,PairedTestingSessions,022025_PairedTesting_TimeOut_DREADD_KL011-KM015G_DCZ-SAL,022025_Cam2_TrNum7_Coop_KM011Y-KM015G_SAL-SAL,collar,GY,True,0.1341823056300268,False,False,False,False,,KM011Y-KM015G,KM,transparent,,unsure,unuseable,multi,False,"[29094, 5, 2, 2]"
24,PairedTestingSessions,022025_PairedTesting_TimeOut_DREADD_KL011-KM015G_DCZ-SAL,022025_Cam2_TrNum9_Coop_KM011B-KM015G_DCZ-SAL,collar,GB,True,0.03499009054521432,False,False,False,False,,KM011B-KM015G,KM,transparent,,unsure,unuseable,multi,True,"[25733, 5, 2, 1]"
25,PairedTestingSessions,022025_PairedTesting_TimeOut_DREADD_KL011-KM015G_DCZ-SAL,022025_Cam2_TrNum8_Coop_KM011B-KM011Y_DCZ-DCZ,collar,YB,True,0.010652935466171442,False,False,False,False,,KM011B-KM011Y,KM,transparent,,unsure,unuseable,multi,True,"[23693, 5, 2, 1]"
26,PairedTestingSessions,091125_PairedTesting_DREADD_TP-CM_KM045R-SAL_KM045G-SAL,091125_Cam1_TrNum3_Coop_KM045R-KM045G_SAL-SAL,collar,RG,True,0.04040988678970551,False,False,False,False,,KM045R-KM045G,KM,transparent,SAL,unsure,unuseable,multi,True,"[54942, 5, 2, 1]"
27,PairedTestingSessions,041425_PairedTesting_TimeOut_DREADD_KM009R-CNO_KM009G-SAL_KM016Y-SAL,041425_Cam2_TrNum6_Coop_KM009R-KM016Y_CNO-SAL,collar,RY,True,0.2836434491464954,False,False,False,False,,KM009R-KM016Y,KM,transparent,,unsure,unuseable,multi,True,"[36438, 5, 2, 1]"
28,PairedTestingSessions,041425_PairedTesting_TimeOut_DREADD_KM009R-CNO_KM009G-SAL_KM016Y-SAL,041425_Cam2_TrNum4_Coop_KM009R-KM009G_CNO-SAL,collar,RG,True,0.023218026672116907,False,False,False,False,,KM009R-KM009G,KM,transparent,,unsure,unuseable,multi,True,"[19571, 5, 2, 1]"
29,PairedTestingSessions,020426_PairedTesting_ELS-C2_NF064R-NF064G,020426_Cam4_TrNum3_Coop_NF064R-NF064G,collar,RG,True,0.08687436159346272,False,False,False,False,,NF064R-NF064G,NF,transparent,,familiar,unuseable,multi,True,"[19580, 5, 2, 1]"
30,PairedTestingSessions,020426_PairedTesting_ELS-C2_NF064R-NF064G,020426_Cam4_TrNum4_Coop_NF064R-NF053G,collar,RG,True,0.07829839078125793,False,False,False,False,,NF064R-NF053G,NF,transparent,,familiar,unuseable,multi,True,"[39398, 5, 2, 1]"
31,PairedTestingSessions,020426_PairedTesting_ELS-C2_NF064R-NF064G,020426_Cam4_TrNum5_Coop_NF064G-NF054B,collar,GB,True,0.07581272257980201,False,False,False,False,,NF064G-NF054B,NF,transparent,,familiar,unuseable,multi,True,"[30607, 5, 2, 1]"
32,PairedTestingSessions,020426_PairedTesting_ELS-C2_NF064R-NF064G,020426_Cam4_TrNum6_Coop_NF064G-NF063B,collar,GB,True,0.06138371268295828,False,False,False,False,,NF064G-NF063B,NF,transparent,,familiar,unuseable,multi,True,"[31018, 5, 2, 1]"
33,PairedTestingSessions,020426_PairedTesting_ELS-C2_NF064R-NF064G,020426_Cam4_TrNum7_Coop_NF064R-NF063B,collar,RB,True,0.06950836289913837,False,False,False,False,,NF064R-NF063B,NF,transparent,,familiar,unuseable,multi,True,"[19730, 5, 2, 1]"
34,PairedTestingSessions,021126_PairedTesting_ELS-C2-Tutor_NM050R-NM061Y_NM050G-NM061R,021126_Cam1_TrNum5_Coop_NM050R-NM061Y,collar,RY,True,0.3094445668944236,False,False,False,False,,NM050R-NM061Y,NM,transparent,,familiar,unuseable,multi,True,"[54444, 5, 2, 1]"
35,PairedTestingSessions,021126_PairedTesting_ELS-C2-Tutor_NM050R-NM061Y_NM050G-NM061R,021126_Cam1_TrNum6_Coop_NM050G-NM061R,collar,RG,True,0.08580309270339576,False,False,False,False,,NM050G-NM061R,NM,transparent,,familiar,unuseable,multi,True,"[51476, 5, 2, 1]"
36,PairedTestingSessions,030625_PairedTesting_TimeOut_DREADD_KL009-KL010B_DCZ-SAL,030625_Cam2_TrNum8_Coop_KM009G-KM010B_SAL-SAL,collar,GB,True,0.027003594260158588,False,False,False,False,,KM009G-KM010B,KM,transparent,,unsure,unuseable,multi,True,"[36447, 5, 2, 1]"
37,PairedTestingSessions,030625_PairedTesting_TimeOut_DREADD_KL009-KL010B_DCZ-SAL,030625_Cam2_TrNum7_Coop_KM009R-KM010B_DCZ-SAL,collar,RB,True,0.11491451936006147,False,False,False,False,,KM009R-KM010B,KM,transparent,,unsure,unuseable,multi,True,"[36441, 5, 2, 1]"
38,PairedTestingSessions,030625_PairedTesting_TimeOut_DREADD_KL009-KL010B_DCZ-SAL,030625_Cam2_TrNum6_Coop_KM009R-KM009G_DCZ-SAL,collar,RG,True,0.09938249581469386,False,False,False,False,,KM009R-KM009G,KM,transparent,,unsure,unuseable,multi,True,"[36437, 5, 2, 1]"
39,PairedTestingSessions,070225_PairedTesting_FiberPhoTrained_TimeOut_TP-CM_KM017G-KM018Y,070225_Cam1_TrNum5_Coop_KM017G-KM017R,collar,RG,True,0.02481095890410959,False,False,False,True,,KM017G-KM017R,KM,transparent,,unsure,unuseable,multi,True,"[18250, 5, 2, 1]"
40,PairedTestingSessions,070225_PairedTesting_FiberPhoTrained_TimeOut_TP-CM_KM017G-KM018Y,070225_Cam1_TrNum4_Coop_KM017G-KM018Y,collar,GY,True,,False,False,False,True,,KM017G-KM018Y,KM,transparent,,unsure,unuseable,multi,,
41,PairedTestingSessions,051425_ELS-NN_PairedTesting_Coop-MDMA_Room1,051425_Cam1_Coop_NF019R-NF020B,collar,RB,True,0.05385054813525204,False,False,False,False,,NF019R-NF020B,NF,transparent,MDMA,familiar,unuseable,multi,True,"[36761, 5, 2, 1]"
42,PairedTestingSessions,051425_ELS-NN_PairedTesting_Coop-MDMA_Room1,051425_Cam1_Coop_NF017R-NF020B,collar,RB,True,0.07405634722071142,False,False,False,False,,NF017R-NF020B,NF,transparent,MDMA,familiar,unuseable,multi,True,"[36772, 5, 2, 1]"
43,PairedTestingSessions,051425_ELS-NN_PairedTesting_Coop-MDMA_Room1,051425_Cam1_Coop_NF008B-NF008Y,collar,YB,True,0.04780835327387427,False,False,False,False,,NF008B-NF008Y,NF,transparent,MDMA,familiar,unuseable,multi,True,"[36776, 5, 2, 1]"
44,PairedTestingSessions,051425_ELS-NN_PairedTesting_Coop-MDMA_Room1,051425_Cam1_Coop_NF008B-NF017G,collar,GB,True,0.08028061779421362,False,False,False,False,,NF008B-NF017G,NF,transparent,MDMA,familiar,unuseable,multi,True,"[36776, 5, 2, 1]"
45,PairedTestingSessions,022625_PairedTesting_TimeOut_DREADD_KL015-KL016B_SAL-DCZ,022625_Cam1_TrNum8_Coop_KL015R-KL015G_SAL-DCZ,collar,RG,True,0.01705328714880515,False,False,False,False,,KL015R-KL015G,KL,transparent,,familiar,unuseable,multi,True,"[28581, 5, 2, 1]"
46,PairedTestingSessions,022625_PairedTesting_TimeOut_DREADD_KL015-KL016B_SAL-DCZ,022625_Cam1_TrNum7_Coop_KL015R-KL016B_SAL-SAL,collar,RB,True,0.08445564833779738,False,False,False,False,,KL015R-KL016B,KL,transparent,,unfamiliar,unuseable,multi,True,"[31735, 5, 2, 1]"
47,PairedTestingSessions,022625_PairedTesting_TimeOut_DREADD_KL015-KL016B_SAL-DCZ,022625_Cam1_TrNum5_Coop_KL015G-KL016B_DCZ-SAL,collar,GB,True,0.09331869941006997,False,False,False,False,,KL015G-KL016B,KL,transparent,,unfamiliar,unuseable,multi,True,"[36445, 5, 2, 1]"
48,PairedTestingSessions,021126_PairedTesting_ELS-C2-Tutor_NM051B-NM060G_NM051Y-NM060R,021126_Cam2_TrNum6_Coop_NM051Y-NM060R,collar,RY,True,0.09074370141683664,False,False,False,False,,NM051Y-NM060R,NM,transparent,,familiar,unuseable,multi,True,"[54417, 5, 2, 1]"
49,PairedTestingSessions,021126_PairedTesting_ELS-C2-Tutor_NM051B-NM060G_NM051Y-NM060R,021126_Cam2_TrNum5_Coop_NM051B-NM060G,collar,GB,True,0.10434475283916875,False,False,False,False,,NM051B-NM060G,NM,transparent,,familiar,unuseable,multi,True,"[42442, 5, 2, 1]"
50,PairedTestingSessions,021126_PairedTesting_ELS-C2-Tutor_NM040R-NM061Y_NM040G-NM061R,021126_Cam1_TrNum6_Coop_NM040G-NM061R,collar,RG,True,0.06922113844810016,False,False,False,False,,NM040G-NM061R,NM,transparent,,familiar,unuseable,multi,True,"[34345, 5, 2, 1]"
51,PairedTestingSessions,021126_PairedTesting_ELS-C2-Tutor_NM040R-NM061Y_NM040G-NM061R,021126_Cam1_TrNum5_Coop_NM040R-NM061Y,collar,RY,True,0.2999136775212592,False,False,False,False,,NM040R-NM061Y,NM,transparent,,familiar,unuseable,multi,True,"[54447, 5, 2, 1]"
52,PairedTestingSessions,091825_PairedTesting_DREADD_KM030R-DCZ_KM030G-DCZ_KM031B-DCZ_KM038R-DCZ,091825_Cam3_TrNum4_Coop_KM030R-KM031B_DCZ-DCZ,collar,RB,True,0.04318018994433933,False,False,False,False,,KM030R-KM031B,KM,transparent,DCZ,unsure,unuseable,multi,True,"[54437, 5, 2, 1]"
53,PairedTestingSessions,091825_PairedTesting_DREADD_KM030R-DCZ_KM030G-DCZ_KM031B-DCZ_KM038R-DCZ,091825_Cam3_TrNum3_Coop_KM030R-KM030G_DCZ-DCZ,collar,RG,True,0.04307418608788472,False,False,False,False,,KM030R-KM030G,KM,transparent,DCZ,unsure,unuseable,multi,True,"[28105, 5, 2, 1]"
54,PairedTestingSessions,091825_PairedTesting_DREADD_KM030R-DCZ_KM030G-DCZ_KM031B-DCZ_KM038R-DCZ,091825_Cam3_TrNum5_Coop_KM030G-KM038R_DCZ-DCZ,collar,RG,True,0.06435880829015544,False,False,False,False,,KM030G-KM038R,KM,transparent,DCZ,unsure,unuseable,multi,True,"[30880, 5, 2, 1]"
55,PairedTestingSessions,020326_PairedTesting_ELS-C2_NM041B-NM041Y,020326_Cam1_TrNum3_Coop_NM041B-NM041Y,collar,YB,True,0.0319980898855768,False,False,False,False,,NM041B-NM041Y,NM,transparent,,familiar,unuseable,multi,True,"[54447, 5, 2, 1]"
56,PairedTestingSessions,020326_PairedTesting_ELS-C2_NM041B-NM041Y,020326_Cam1_TrNum6_Coop_NM041Y-NM061R,collar,RY,True,0.21201168108435728,False,False,False,False,,NM041Y-NM061R,NM,transparent,,familiar,unuseable,multi,True,"[54447, 5, 2, 1]"
57,PairedTestingSessions,020326_PairedTesting_ELS-C2_NM041B-NM041Y,020326_Cam1_TrNum7_Coop_NM041Y-NM052B,collar,YB,True,0.3747832794593006,False,False,False,False,,NM041Y-NM052B,NM,transparent,,familiar,unuseable,multi,True,"[54448, 5, 2, 1]"
58,PairedTestingSessions,020326_PairedTesting_ELS-C2_NM041B-NM041Y,020326_Cam1_TrNum4_Coop_NM041Y-NM042B,collar,YB,True,0.07447976931695043,False,False,False,False,,NM041Y-NM042B,NM,transparent,,familiar,unuseable,multi,True,"[54447, 5, 2, 1]"
59,PairedTestingSessions,020326_PairedTesting_ELS-C2_NM041B-NM041Y,020326_Cam1_TrNum8_Coop_NM041B-NM042Y,collar,YB,True,0.018336684335587643,False,False,False,False,,NM041B-NM042Y,NM,transparent,,familiar,unuseable,multi,True,"[27355, 5, 2, 1]"
60,PairedTestingSessions,020326_PairedTesting_ELS-C2_NM041B-NM041Y,020326_Cam1_TrNum9_Coop_NM041B-NM061R,collar,RB,True,0.18244292555912028,False,False,False,False,,NM041B-NM061R,NM,transparent,,familiar,unuseable,multi,True,"[21507, 5, 2, 1]"
61,PairedTestingSessions,020326_PairedTesting_ELS-C2_NM041B-NM041Y,020326_Cam1_TrNum5_Coop_NM041B-NM052Y,collar,YB,True,0.21844034007622398,False,False,False,False,,NM041B-NM052Y,NM,transparent,,familiar,unuseable,multi,True,"[47754, 5, 2, 1]"
62,PairedTestingSessions,041125_PairedTesting_TimeOut_DREADD_KM016B-SAL_KM016Y-CNO_KM009G-SAL,041125_Cam3_TrNum4_Coop_KM016Y-KM016B_CNO-SAL,collar,YB,True,0.2194429762146778,False,False,False,False,,KM016Y-KM016B,KM,transparent,,unsure,unuseable,multi,True,"[24595, 5, 2, 1]"
63,PairedTestingSessions,041125_PairedTesting_TimeOut_DREADD_KM016B-SAL_KM016Y-CNO_KM009G-SAL,041125_Cam3_TrNum6_Coop_KM016Y-KM009G_CNO-SAL,collar,GY,True,0.14380745658835548,False,False,False,False,,KM016Y-KM009G,KM,transparent,,unsure,unuseable,multi,False,"[23496, 5, 2, 2]"
64,PairedTestingSessions,091225_PairedTesting_DREADD_TP-NC_KM031B-DCZ_KM038R-DCZ,091225_Cam3_TrNum3_Coop_KM031B-KM038R_DCZ-DCZ,collar,RB,True,0.04847038403124322,False,False,False,False,,KM031B-KM038R,KM,transparent,DCZ,unsure,unuseable,multi,True,"[41481, 5, 2, 1]"
65,PairedTestingSessions,041125_PairedTesting_TimeOut_DREADD_KM015R-SAL_KMO15G-CNO_KM010Y-SAL,041125_Cam2_TrNum5_Coop_KM015G-KM015R_CNO-SAL,collar,RG,True,0.06516810758885687,False,False,False,False,,KM015G-KM015R,KM,transparent,,unsure,unuseable,multi,True,"[36435, 5, 2, 1]"
66,PairedTestingSessions,041125_PairedTesting_TimeOut_DREADD_KM015R-SAL_KMO15G-CNO_KM010Y-SAL,041125_Cam2_TrNum6_Coop_KM015G-KM010Y_CNO-SAL,collar,GY,True,0.42676048610539596,False,False,False,False,,KM015G-KM010Y,KM,transparent,,unsure,unuseable,multi,False,"[36453, 5, 2, 2]"
67,PairedTestingSessions,021226_PairedTesting_ELS-C2-Tutor_NM040R-NM061Y_NM040G-NM061R_Sess2,021226_Cam1_TrNum5_Coop_NM040G-NM061R,collar,RG,True,0.07576373212942061,False,False,False,False,,NM040G-NM061R,NM,transparent,,familiar,unuseable,multi,True,"[53160, 5, 2, 1]"
68,PairedTestingSessions,021226_PairedTesting_ELS-C2-Tutor_NM040R-NM061Y_NM040G-NM061R_Sess2,021226_Cam1_TrNum6_Coop_NM040R-NM061Y,collar,RY,True,0.33108400984461667,False,False,False,False,,NM040R-NM061Y,NM,transparent,,familiar,unuseable,multi,True,"[54446, 5, 2, 1]"
69,PairedTestingSessions,070325_PairedTesting_FiberPhoTrained_TimeOut_TP-CM_KM018B-KM017G,070325_Cam1_TrNum6_Coop_KM018B-KM017G,collar,GB,True,0.033050277964444985,False,False,False,True,,KM018B-KM017G,KM,transparent,,unsure,unuseable,multi,True,"[16369, 5, 2, 1]"
70,PairedTestingSessions,070325_PairedTesting_FiberPhoTrained_TimeOut_TP-CM_KM018B-KM017G,070325_Cam1_TrNum5_Coop_KM018B-KM018Y,collar,YB,True,0.012595665128235088,False,False,False,True,,KM018B-KM018Y,KM,transparent,,unsure,unuseable,multi,True,"[17117, 5, 2, 1]"
71,PairedTestingSessions,020326_PairedTesting_ELS-C2_NF063B-NF063Y,020326_Cam4_TrNum7_Coop_NF063Y-NF044B,collar,YB,True,0.04031196002428431,False,False,False,False,,NF063Y-NF044B,NF,transparent,,familiar,unuseable,multi,True,"[21413, 5, 2, 1]"
72,PairedTestingSessions,020326_PairedTesting_ELS-C2_NF063B-NF063Y,020326_Cam4_TrNum3_Coop_NF063B-NF063Y,collar,YB,True,0.044111640571817566,False,False,False,False,,NF063B-NF063Y,NF,transparent,,familiar,unuseable,multi,True,"[23504, 5, 2, 1]"
73,PairedTestingSessions,020326_PairedTesting_ELS-C2_NF063B-NF063Y,020326_Cam4_TrNum6_Coop_NF063B-NF044Y,collar,YB,True,0.031435742171938494,False,False,False,False,,NF063B-NF044Y,NF,transparent,,familiar,unuseable,multi,True,"[50204, 5, 2, 1]"
74,PairedTestingSessions,020326_PairedTesting_ELS-C2_NF063B-NF063Y,020326_Cam4_TrNum4_Coop_NF063B-NF062R,collar,RB,True,0.08031828854683017,False,False,False,False,,NF063B-NF062R,NF,transparent,,familiar,unuseable,multi,True,"[38330, 5, 2, 1]"
75,PairedTestingSessions,020326_PairedTesting_ELS-C2_NF063B-NF063Y,020326_Cam4_TrNum5_Coop_NF063Y-NF062G,collar,GY,True,,False,False,False,False,,NF063Y-NF062G,NF,transparent,,familiar,unuseable,multi,,
76,PairedTestingSessions,020926_PairedTesting_ELS-C2_NF053R-NF053G,020926_Cam3_TrNum3_Coop_NF053R-NF053G,collar,RG,True,0.09733926083206157,False,False,False,False,,NF053R-NF053G,NF,transparent,,familiar,unuseable,multi,True,"[30142, 5, 2, 1]"
77,PairedTestingSessions,020926_PairedTesting_ELS-C2_NF053R-NF053G,020926_Cam3_TrNum5_Coop_NF053G-NF062R,collar,RG,True,0.1344,False,False,False,False,,NF053G-NF062R,NF,transparent,,familiar,unuseable,multi,True,"[22250, 5, 2, 1]"
78,PairedTestingSessions,020926_PairedTesting_ELS-C2_NF053R-NF053G,020926_Cam3_TrNum6_Coop_NF053R-NF062G,collar,RG,True,0.09766854318275436,False,False,False,False,,NF053R-NF062G,NF,transparent,,familiar,unuseable,multi,True,"[36415, 5, 2, 1]"
79,PairedTestingSessions,020926_PairedTesting_ELS-C2_NF053R-NF053G,020926_Cam3_TrNum8_Coop_NF053G-NF054B,collar,GB,True,0.10981908149064482,False,False,False,False,,NF053G-NF054B,NF,transparent,,familiar,unuseable,multi,True,"[19401, 5, 2, 1]"
80,PairedTestingSessions,020926_PairedTesting_ELS-C2_NF053R-NF053G,020926_Cam3_TrNum9_Coop_NF053G-NF044B,collar,GB,True,0.04811782326510235,False,False,False,False,,NF053G-NF044B,NF,transparent,,familiar,unuseable,multi,True,"[20030, 5, 2, 1]"
81,PairedTestingSessions,020926_PairedTesting_ELS-C2_NF053R-NF053G,020926_Cam3_TrNum4_Coop_NF053R-NF054Y,collar,RY,True,0.2029073758992269,False,False,False,False,,NF053R-NF054Y,NF,transparent,,familiar,unuseable,multi,True,"[33501, 5, 2, 1]"
82,PairedTestingSessions,020926_PairedTesting_ELS-C2_NF053R-NF053G,020926_Cam3_TrNum7_Coop_NF053R-NF044Y,collar,RY,True,0.17799753403286278,False,False,False,False,,NF053R-NF044Y,NF,transparent,,familiar,unuseable,multi,True,"[39741, 5, 2, 1]"
83,PairedTestingSessions,040925_PairedTesting_TimeOut_DREADD_KM015R-CNO_KM015G-SAL_KM010B-SAL,040925_Cam3_TrNum5_Coop_KM015R-KM015G_CNO-SAL,collar,RG,True,0.05215912208504801,False,False,False,False,,KM015R-KM015G,KM,transparent,,unsure,unuseable,multi,True,"[36450, 5, 2, 1]"
84,PairedTestingSessions,040925_PairedTesting_TimeOut_DREADD_KM015R-CNO_KM015G-SAL_KM010B-SAL,040925_Cam3_TrNum6_Coop_KM015R-KM010B_CNO-SAL,collar,RB,True,0.07673276831509367,False,False,False,False,,KM015R-KM010B,KM,transparent,,unsure,unuseable,multi,True,"[36459, 5, 2, 1]"
85,PairedTestingSessions,070425_PairedTesting_FiberPhoTrained_TimeOut_TP-NC_KM027G-KM022Y,070425_Cam1_TrNum4_Coop_KM027G-KM022Y,collar,GY,True,,False,False,False,True,,KM027G-KM022Y,KM,transparent,,unsure,unuseable,multi,,
86,PairedTestingSessions,070425_PairedTesting_FiberPhoTrained_TimeOut_TP-NC_KM027G-KM022Y,070425_Cam1_TrNum6_Coop_KM027G-KM027R,collar,RG,True,0.054919853515038725,False,False,False,True,,KM027G-KM027R,KM,transparent,,unsure,unuseable,multi,True,"[16657, 5, 2, 1]"
87,PairedTestingSessions,051425_ELS-NN_PairedTesting_Coop-MDMA_Room1_3,051425_Cam1_Coop_NF021R-NF032Y,collar,RY,True,0.18738183863106875,False,False,False,False,,NF021R-NF032Y,NF,transparent,MDMA,familiar,unuseable,multi,True,"[37343, 5, 2, 1]"
